id,customer_id,product_id,quantity,total_amount,order_date,status,payment_method
767,250,646,2,28.51,2024-07-03 00:00:00,completed,credit_card
768,250,213,1,95.0,2023-05-20 00:00:00,completed,paypal
769,251,100,1,457.85,2024-10-02 00:00:00,completed,paypal
770,251,202,1,497.93,2023-10-09 00:00:00,completed,paypal
771,251,19,3,821.46,2023-02-28 00:00:00,processing,debit_card
772,252,451,1,323.04,2023-08-05 00:00:00,completed,debit_card
773,253,203,2,753.0,2023-03-23 00:00:00,shipped,credit_card
774,253,562,1,380.8,2023-09-20 00:00:00,completed,debit_card
775,253,513,3,634.99,2024-04-14 00:00:00,completed,paypal
776,253,202,1,484.08,2023-07-02 00:00:00,completed,credit_card
777,253,259,1,211.1,2023-03-17 00:00:00,shipped,paypal
778,254,413,1,203.3,2023-08-13 00:00:00,completed,credit_card
779,254,376,2,266.05,2023-04-20 00:00:00,completed,credit_card
780,255,469,1,358.55,2024-09-21 00:00:00,shipped,credit_card
781,255,686,2,765.68,2023-05-18 00:00:00,completed,debit_card
782,255,283,2,555.19,2023-09-01 00:00:00,completed,paypal
783,255,467,1,230.4,2023-06-12 00:00:00,completed,credit_card
784,255,256,2,383.03,2023-10-13 00:00:00,completed,debit_card
785,255,217,1,488.51,2024-08-22 00:00:00,completed,paypal
786,255,475,1,177.23,2023-07-18 00:00:00,completed,credit_card
787,255,461,1,165.7,2024-04-09 00:00:00,completed,credit_card
788,256,84,2,730.81,2023-07-18 00:00:00,completed,bank_transfer
789,257,577,1,45.54,2023-01-06 00:00:00,completed,debit_card
790,257,583,1,238.94,2024-10-31 00:00:00,completed,bank_transfer
791,257,77,2,846.72,2024-05-14 00:00:00,shipped,debit_card
792,258,207,1,139.05,2023-09-18 00:00:00,completed,credit_card
793,258,188,2,473.69,2023-04-21 00:00:00,completed,debit_card
794,258,666,1,401.59,2023-08-12 00:00:00,completed,debit_card
795,258,414,1,279.2,2023-08-10 00:00:00,completed,paypal
796,259,285,5,287.07,2023-03-26 00:00:00,completed,debit_card
797,260,306,1,221.52,2024-09-28 00:00:00,completed,credit_card
798,260,288,1,490.5,2024-03-30 00:00:00,shipped,credit_card
799,260,134,3,985.11,2023-11-09 00:00:00,completed,paypal
800,261,394,4,1445.64,2023-10-17 00:00:00,completed,credit_card
801,261,52,3,552.65,2024-11-12 00:00:00,completed,debit_card
802,262,472,1,414.96,2023-12-05 00:00:00,completed,credit_card
803,262,252,1,144.37,2023-10-02 00:00:00,completed,debit_card
804,264,497,2,463.82,2023-09-13 00:00:00,completed,bank_transfer
805,264,398,1,202.08,2024-11-01 00:00:00,completed,credit_card
806,265,347,3,882.71,2024-06-24 00:00:00,completed,credit_card
807,265,178,2,231.24,2023-03-02 00:00:00,shipped,debit_card
808,266,107,2,603.32,2024-01-05 00:00:00,shipped,debit_card
809,266,91,2,342.34,2023-05-14 00:00:00,completed,credit_card
810,266,590,3,87.51,2023-03-07 00:00:00,completed,debit_card
811,266,647,3,565.25,2023-08-24 00:00:00,completed,debit_card
812,266,370,1,413.69,2024-01-14 00:00:00,completed,debit_card
813,267,512,2,551.66,2023-01-17 00:00:00,completed,credit_card
814,268,648,2,764.44,2024-02-11 00:00:00,completed,debit_card
815,268,591,1,387.73,2024-01-23 00:00:00,completed,credit_card
816,268,489,1,387.23,2023-08-30 00:00:00,completed,credit_card
817,269,177,1,475.86,2024-03-11 00:00:00,completed,debit_card
818,270,462,1,221.16,2023-02-23 00:00:00,completed,paypal
819,271,208,3,1172.49,2023-11-21 00:00:00,completed,debit_card
820,271,697,1,336.35,2024-08-27 00:00:00,completed,credit_card
821,271,42,1,166.57,2024-09-23 00:00:00,completed,debit_card
822,271,107,1,491.2,2023-10-07 00:00:00,completed,debit_card
823,272,157,3,1403.11,2024-04-21 00:00:00,shipped,credit_card
824,273,189,1,54.02,2023-11-11 00:00:00,completed,credit_card
825,274,506,1,438.61,2023-07-22 00:00:00,completed,credit_card
826,275,452,1,129.67,2023-11-29 00:00:00,completed,debit_card
827,276,30,1,232.48,2024-09-17 00:00:00,completed,credit_card
828,276,427,1,108.69,2024-10-09 00:00:00,completed,credit_card
829,276,292,5,1885.27,2024-01-11 00:00:00,completed,paypal
830,276,696,2,624.9,2024-02-06 00:00:00,processing,credit_card
831,276,30,1,239.43,2023-05-20 00:00:00,completed,credit_card
832,276,316,3,551.55,2024-05-04 00:00:00,completed,credit_card
833,277,481,1,166.51,2023-02-19 00:00:00,completed,debit_card
834,278,123,1,81.72,2024-03-16 00:00:00,completed,debit_card
835,278,651,1,208.65,2023-06-01 00:00:00,completed,credit_card
836,278,473,1,260.38,2024-03-15 00:00:00,completed,credit_card
837,279,454,1,278.03,2023-06-20 00:00:00,completed,credit_card
838,279,345,1,487.76,2024-07-26 00:00:00,completed,credit_card
839,279,156,1,288.47,2024-10-15 00:00:00,completed,bank_transfer
840,280,659,1,104.39,2023-11-16 00:00:00,completed,debit_card
841,281,452,2,916.0,2023-12-15 00:00:00,completed,paypal
842,281,38,2,338.69,2024-08-08 00:00:00,completed,paypal
843,281,302,1,178.36,2024-04-27 00:00:00,completed,credit_card
844,281,665,4,216.28,2023-01-13 00:00:00,completed,debit_card
845,282,181,1,163.68,2024-11-12 00:00:00,shipped,debit_card
846,282,668,1,195.02,2023-02-13 00:00:00,completed,credit_card
847,282,193,2,676.21,2023-12-09 00:00:00,completed,debit_card
848,283,689,1,20.93,2024-10-06 00:00:00,completed,credit_card
849,283,475,1,267.31,2023-04-03 00:00:00,completed,credit_card
850,283,120,3,449.52,2024-08-07 00:00:00,shipped,credit_card
851,283,186,1,192.32,2024-07-05 00:00:00,completed,debit_card
852,283,265,1,376.03,2023-04-01 00:00:00,completed,credit_card
853,284,614,2,889.7,2024-05-28 00:00:00,shipped,credit_card
854,284,48,3,570.65,2024-04-30 00:00:00,completed,paypal
855,284,37,1,45.25,2024-01-25 00:00:00,completed,debit_card
856,284,277,1,302.23,2024-09-15 00:00:00,completed,debit_card
857,284,304,2,685.22,2024-07-05 00:00:00,shipped,paypal
858,284,351,1,60.02,2023-09-07 00:00:00,completed,credit_card
859,285,362,1,346.71,2023-12-19 00:00:00,completed,credit_card
860,286,544,1,236.08,2023-06-20 00:00:00,completed,credit_card
861,286,264,1,174.49,2023-10-11 00:00:00,completed,debit_card
862,286,197,1,455.19,2023-10-06 00:00:00,completed,credit_card
863,287,521,3,777.41,2023-12-26 00:00:00,completed,credit_card
864,287,648,1,183.97,2024-06-07 00:00:00,completed,bank_transfer
865,287,607,2,86.99,2024-03-05 00:00:00,shipped,paypal
866,288,682,3,1415.17,2024-04-16 00:00:00,completed,credit_card
867,289,297,1,142.36,2023-11-30 00:00:00,completed,paypal
868,290,431,4,1342.63,2024-08-26 00:00:00,completed,debit_card
869,290,305,2,717.48,2023-04-27 00:00:00,completed,bank_transfer
870,290,180,1,383.57,2024-02-24 00:00:00,shipped,credit_card
871,291,287,1,412.63,2023-10-13 00:00:00,completed,paypal
872,291,162,1,217.98,2024-02-20 00:00:00,completed,credit_card
873,291,203,4,712.36,2024-05-13 00:00:00,completed,credit_card
874,291,314,3,854.94,2024-05-25 00:00:00,completed,credit_card
875,291,341,2,89.67,2023-07-28 00:00:00,completed,credit_card
876,291,69,1,435.33,2023-03-14 00:00:00,completed,debit_card
877,291,516,1,34.97,2024-07-09 00:00:00,completed,debit_card
878,291,479,1,421.44,2024-09-09 00:00:00,shipped,paypal
879,291,620,1,374.4,2023-09-07 00:00:00,completed,debit_card
880,291,618,2,682.63,2023-11-25 00:00:00,completed,credit_card
881,291,247,1,465.46,2023-01-15 00:00:00,completed,credit_card
882,292,51,1,250.9,2024-01-03 00:00:00,shipped,debit_card
883,292,79,1,372.04,2023-01-26 00:00:00,completed,credit_card
884,292,1,2,393.84,2024-11-13 00:00:00,completed,credit_card
885,292,252,1,239.2,2023-04-21 00:00:00,completed,credit_card
886,292,229,1,26.88,2024-05-03 00:00:00,completed,bank_transfer
887,292,694,2,706.5,2023-07-20 00:00:00,completed,paypal
888,293,484,1,282.3,2024-06-08 00:00:00,completed,paypal
889,293,198,3,1443.89,2023-07-23 00:00:00,completed,credit_card
890,294,560,2,294.52,2024-03-22 00:00:00,completed,debit_card
891,294,298,2,912.69,2023-04-03 00:00:00,completed,credit_card
892,294,196,2,740.0,2023-02-26 00:00:00,completed,credit_card
893,295,154,4,521.58,2024-03-16 00:00:00,shipped,credit_card
894,295,182,1,97.75,2024-02-07 00:00:00,completed,debit_card
895,295,123,1,333.21,2023-04-28 00:00:00,completed,credit_card
896,295,329,4,640.39,2024-09-01 00:00:00,completed,credit_card
897,295,534,1,337.31,2024-06-23 00:00:00,shipped,debit_card
898,295,366,2,791.31,2024-03-27 00:00:00,completed,credit_card
899,296,86,1,81.23,2023-07-26 00:00:00,completed,debit_card
900,296,194,3,1389.57,2024-04-28 00:00:00,completed,credit_card
901,297,121,1,153.71,2024-09-30 00:00:00,completed,credit_card
902,297,506,4,729.94,2023-02-25 00:00:00,completed,paypal
903,297,430,1,83.26,2024-08-25 00:00:00,completed,credit_card
904,297,255,1,497.49,2023-02-15 00:00:00,completed,credit_card
905,297,513,2,461.73,2024-06-16 00:00:00,completed,debit_card
906,298,545,1,298.7,2023-09-10 00:00:00,completed,debit_card
907,298,354,1,350.71,2023-01-12 00:00:00,completed,paypal
908,298,526,1,305.79,2023-05-13 00:00:00,completed,credit_card
909,299,24,5,639.12,2024-08-12 00:00:00,completed,credit_card
910,299,181,1,26.15,2024-09-30 00:00:00,completed,debit_card
911,299,72,1,217.13,2024-03-28 00:00:00,completed,debit_card
912,299,131,1,101.28,2023-10-02 00:00:00,completed,credit_card
913,299,677,1,283.15,2024-10-20 00:00:00,completed,debit_card
914,300,207,1,381.1,2023-07-27 00:00:00,completed,credit_card
915,300,79,1,223.61,2024-05-18 00:00:00,completed,credit_card
916,301,179,3,1264.06,2024-02-22 00:00:00,completed,debit_card
917,301,253,2,629.27,2023-04-14 00:00:00,completed,credit_card
918,302,494,1,299.23,2024-01-16 00:00:00,shipped,debit_card
919,302,29,3,558.89,2023-12-27 00:00:00,completed,debit_card
920,302,597,2,349.52,2023-12-28 00:00:00,completed,bank_transfer
921,302,323,1,153.5,2023-02-21 00:00:00,shipped,paypal
922,302,578,1,118.95,2023-11-02 00:00:00,shipped,debit_card
923,302,413,1,298.38,2024-09-12 00:00:00,shipped,credit_card
924,302,60,1,289.84,2024-10-18 00:00:00,shipped,credit_card
925,302,504,4,1781.3,2023-04-23 00:00:00,shipped,credit_card
926,302,435,1,70.64,2024-10-06 00:00:00,cancelled,paypal
927,302,535,1,467.82,2023-04-12 00:00:00,completed,bank_transfer
928,303,588,2,276.1,2024-03-23 00:00:00,shipped,credit_card
929,303,24,1,351.47,2023-09-25 00:00:00,completed,paypal
930,303,243,2,109.17,2023-08-20 00:00:00,completed,paypal
931,303,150,1,24.96,2023-04-04 00:00:00,completed,credit_card
932,303,397,5,265.53,2024-02-26 00:00:00,completed,debit_card
933,303,632,2,308.13,2023-04-05 00:00:00,completed,credit_card
934,303,495,1,25.38,2024-11-27 00:00:00,completed,debit_card
935,305,290,2,112.22,2024-08-06 00:00:00,shipped,credit_card
936,305,270,1,460.45,2024-03-23 00:00:00,completed,debit_card
937,306,372,2,498.15,2024-06-01 00:00:00,completed,paypal
938,307,391,1,327.89,2024-11-11 00:00:00,completed,debit_card
939,307,654,1,490.73,2023-02-16 00:00:00,completed,debit_card
940,307,136,1,141.35,2023-10-22 00:00:00,processing,paypal
941,308,106,1,362.72,2023-04-12 00:00:00,completed,debit_card
942,308,695,1,490.07,2024-09-19 00:00:00,completed,credit_card
943,309,595,1,134.18,2024-04-29 00:00:00,completed,credit_card
944,309,115,1,232.94,2024-09-13 00:00:00,completed,debit_card
945,310,686,2,129.06,2023-09-13 00:00:00,completed,debit_card
946,310,484,1,256.63,2023-11-29 00:00:00,completed,paypal
947,310,409,2,348.74,2023-06-02 00:00:00,completed,credit_card
948,310,372,2,448.72,2023-01-06 00:00:00,completed,debit_card
949,310,103,1,101.52,2023-02-28 00:00:00,completed,paypal
950,310,94,2,943.25,2024-10-27 00:00:00,completed,credit_card
951,311,434,4,1951.19,2023-09-18 00:00:00,completed,paypal
952,312,589,1,411.89,2024-03-07 00:00:00,completed,debit_card
953,312,468,3,1022.73,2024-02-27 00:00:00,shipped,credit_card
954,312,552,1,288.72,2023-07-10 00:00:00,completed,paypal
955,312,482,1,409.29,2024-11-22 00:00:00,completed,credit_card
956,312,262,2,717.56,2024-05-25 00:00:00,shipped,debit_card
957,312,481,5,1643.37,2024-04-28 00:00:00,completed,debit_card
958,312,404,2,45.11,2024-09-09 00:00:00,completed,bank_transfer
959,312,307,1,358.53,2024-08-24 00:00:00,completed,bank_transfer
960,313,331,2,859.44,2024-09-17 00:00:00,completed,credit_card
961,314,671,4,684.66,2023-01-11 00:00:00,completed,debit_card
962,314,189,5,1264.2,2023-05-29 00:00:00,completed,credit_card
963,314,637,3,865.24,2023-07-24 00:00:00,completed,credit_card
964,314,242,3,1207.61,2024-05-15 00:00:00,completed,credit_card
965,314,698,2,40.05,2024-06-16 00:00:00,shipped,bank_transfer
966,314,634,1,494.82,2023-10-31 00:00:00,completed,credit_card
967,314,227,3,1026.05,2023-09-30 00:00:00,completed,credit_card
968,315,577,1,410.01,2023-11-25 00:00:00,shipped,bank_transfer
969,315,340,2,794.36,2023-03-11 00:00:00,completed,credit_card
970,315,194,1,322.98,2024-09-13 00:00:00,shipped,credit_card
971,315,348,1,322.31,2023-04-20 00:00:00,shipped,credit_card
972,316,149,1,441.61,2023-10-30 00:00:00,completed,credit_card
973,317,495,1,164.05,2024-06-07 00:00:00,completed,credit_card
974,317,534,3,945.56,2024-07-21 00:00:00,completed,credit_card
975,318,294,1,66.84,2023-09-04 00:00:00,processing,credit_card
976,320,43,2,177.5,2023-07-20 00:00:00,completed,credit_card
977,320,418,3,874.8,2023-09-04 00:00:00,completed,debit_card
978,320,250,5,1801.44,2024-09-28 00:00:00,completed,paypal
979,320,563,1,404.9,2023-04-15 00:00:00,shipped,credit_card
980,320,172,1,400.11,2024-01-21 00:00:00,completed,credit_card
981,320,508,1,468.91,2024-07-01 00:00:00,completed,credit_card
982,321,448,3,98.22,2024-06-18 00:00:00,cancelled,paypal
983,321,339,2,634.2,2024-02-23 00:00:00,completed,credit_card
984,321,496,1,406.3,2023-01-03 00:00:00,completed,bank_transfer
985,322,35,1,166.75,2024-03-31 00:00:00,completed,debit_card
986,322,96,1,414.21,2023-08-20 00:00:00,shipped,bank_transfer
987,322,169,1,78.95,2024-08-23 00:00:00,completed,credit_card
988,322,410,1,365.79,2024-02-01 00:00:00,completed,credit_card
989,322,23,3,103.54,2024-05-14 00:00:00,shipped,debit_card
990,323,486,1,164.95,2023-09-30 00:00:00,completed,credit_card
991,323,557,2,528.15,2023-05-28 00:00:00,completed,credit_card
992,323,307,3,268.51,2023-07-08 00:00:00,shipped,bank_transfer
993,323,99,1,446.28,2023-03-02 00:00:00,shipped,paypal
994,323,157,1,342.7,2024-11-26 00:00:00,completed,paypal
995,323,433,1,450.17,2024-11-17 00:00:00,completed,credit_card
996,323,57,1,441.44,2023-10-05 00:00:00,completed,paypal
997,324,59,1,124.54,2023-08-10 00:00:00,cancelled,debit_card
998,324,466,1,286.41,2023-04-21 00:00:00,shipped,debit_card
999,324,476,1,443.89,2024-09-11 00:00:00,completed,debit_card
1000,325,99,3,578.27,2023-08-17 00:00:00,completed,credit_card
1001,325,57,3,1225.41,2023-07-11 00:00:00,shipped,credit_card
1002,325,218,1,357.4,2024-01-19 00:00:00,completed,credit_card
1003,327,230,1,376.29,2023-11-15 00:00:00,completed,debit_card
1004,327,464,1,118.31,2024-04-28 00:00:00,completed,credit_card
1005,327,494,2,528.5,2023-12-17 00:00:00,completed,credit_card
1006,328,82,1,426.43,2023-02-23 00:00:00,completed,debit_card
1007,328,47,1,191.86,2024-03-24 00:00:00,completed,debit_card
1008,328,564,1,149.35,2024-06-01 00:00:00,completed,credit_card
1009,328,290,5,62.28,2023-10-24 00:00:00,completed,debit_card
1010,328,698,3,270.7,2024-10-01 00:00:00,completed,credit_card
1011,328,402,1,312.75,2023-03-02 00:00:00,completed,paypal
1012,328,89,1,229.7,2023-03-07 00:00:00,completed,debit_card
1013,329,416,1,44.91,2024-04-19 00:00:00,completed,credit_card
1014,329,645,2,112.1,2023-10-09 00:00:00,completed,credit_card
1015,330,69,2,428.64,2023-07-01 00:00:00,shipped,credit_card
1016,331,398,1,489.35,2024-05-28 00:00:00,completed,debit_card
1017,331,333,3,1450.97,2024-03-02 00:00:00,completed,credit_card
1018,331,255,1,246.46,2023-10-27 00:00:00,completed,debit_card
1019,331,139,5,118.55,2023-10-20 00:00:00,completed,credit_card
1020,331,395,1,372.7,2023-03-22 00:00:00,completed,debit_card
1021,331,467,1,160.72,2024-04-20 00:00:00,completed,paypal
1022,331,218,1,303.49,2024-01-14 00:00:00,completed,paypal
1023,332,298,1,482.71,2024-08-06 00:00:00,completed,credit_card
1024,332,102,1,365.78,2024-05-23 00:00:00,completed,debit_card
1025,332,142,3,1187.75,2024-11-11 00:00:00,completed,credit_card
1026,332,646,2,836.55,2023-10-23 00:00:00,completed,paypal
1027,332,415,4,803.69,2024-10-22 00:00:00,completed,debit_card
1028,332,51,1,123.99,2024-07-14 00:00:00,processing,credit_card
1029,333,445,1,459.63,2023-08-25 00:00:00,completed,credit_card
1030,333,590,1,336.41,2023-01-12 00:00:00,completed,bank_transfer
1031,333,314,1,345.6,2023-11-04 00:00:00,completed,credit_card
1032,333,337,1,69.02,2023-07-05 00:00:00,completed,debit_card
1033,333,325,1,211.7,2024-09-23 00:00:00,completed,debit_card
1034,333,417,1,256.39,2024-03-14 00:00:00,completed,debit_card
1035,334,197,1,459.57,2024-05-28 00:00:00,shipped,debit_card
1036,334,698,3,1354.17,2024-10-24 00:00:00,shipped,credit_card
1037,334,94,1,199.02,2023-05-24 00:00:00,completed,debit_card
1038,334,255,2,961.15,2023-01-30 00:00:00,completed,credit_card
1039,335,219,2,238.81,2024-08-20 00:00:00,completed,paypal
1040,335,619,1,114.04,2024-10-21 00:00:00,completed,credit_card
1041,335,13,1,446.39,2024-06-06 00:00:00,completed,credit_card
1042,335,356,2,258.85,2023-02-05 00:00:00,completed,paypal
1043,335,650,2,819.81,2023-01-10 00:00:00,completed,credit_card
1044,336,321,2,550.26,2023-05-08 00:00:00,completed,credit_card
1045,336,435,1,283.48,2023-11-17 00:00:00,completed,debit_card
1046,336,596,1,373.57,2024-08-20 00:00:00,completed,debit_card
1047,336,512,4,482.89,2024-10-29 00:00:00,completed,debit_card
1048,336,587,2,290.2,2024-10-23 00:00:00,completed,bank_transfer
1049,336,700,1,471.69,2024-04-16 00:00:00,completed,credit_card
1050,336,379,1,203.87,2024-05-13 00:00:00,completed,credit_card
1051,336,162,2,960.46,2023-10-24 00:00:00,completed,bank_transfer
1052,337,180,1,383.4,2023-04-10 00:00:00,completed,paypal
1053,337,270,1,497.67,2023-06-16 00:00:00,completed,credit_card
1054,337,489,1,86.72,2023-12-07 00:00:00,completed,paypal
1055,338,573,1,125.73,2024-11-10 00:00:00,shipped,debit_card
1056,339,241,3,1090.99,2023-08-10 00:00:00,completed,credit_card
1057,339,279,1,151.47,2023-03-05 00:00:00,completed,credit_card
1058,339,72,1,218.25,2023-10-21 00:00:00,completed,debit_card
1059,339,244,3,1075.05,2024-08-26 00:00:00,processing,debit_card
1060,339,424,1,212.22,2024-11-01 00:00:00,shipped,credit_card
1061,340,302,1,60.83,2024-03-18 00:00:00,completed,credit_card
1062,341,41,2,325.39,2024-06-01 00:00:00,shipped,credit_card
1063,341,671,4,1488.4,2023-04-30 00:00:00,completed,debit_card
1064,343,461,2,887.14,2023-07-27 00:00:00,completed,credit_card
1065,345,523,2,635.51,2024-09-12 00:00:00,completed,credit_card
1066,345,217,1,102.11,2023-07-19 00:00:00,completed,credit_card
1067,345,639,1,157.93,2023-07-02 00:00:00,completed,credit_card
1068,346,570,2,849.88,2023-03-07 00:00:00,completed,debit_card
1069,346,431,1,145.45,2023-07-10 00:00:00,completed,debit_card
1070,347,142,1,278.3,2024-01-11 00:00:00,completed,debit_card
1071,347,196,2,875.22,2023-11-15 00:00:00,cancelled,credit_card
1072,348,196,1,220.95,2023-04-25 00:00:00,completed,credit_card
1073,349,343,1,30.46,2023-12-16 00:00:00,completed,debit_card
1074,349,144,1,20.07,2024-01-19 00:00:00,shipped,credit_card
1075,350,316,1,315.76,2023-02-13 00:00:00,completed,paypal
1076,350,589,3,395.41,2024-01-08 00:00:00,completed,credit_card
1077,351,667,5,1689.07,2023-09-11 00:00:00,completed,debit_card
1078,352,470,2,67.84,2024-04-20 00:00:00,completed,credit_card
1079,353,224,3,1428.77,2024-07-01 00:00:00,completed,credit_card
1080,353,21,1,276.4,2023-08-15 00:00:00,completed,paypal
1081,353,537,2,744.09,2024-07-14 00:00:00,completed,paypal
1082,353,320,1,455.98,2023-01-25 00:00:00,completed,bank_transfer
1083,353,43,1,188.82,2023-06-16 00:00:00,shipped,paypal
1084,353,565,5,1000.17,2024-04-15 00:00:00,shipped,credit_card
1085,353,169,1,420.46,2023-09-01 00:00:00,completed,debit_card
1086,353,610,2,659.79,2023-06-30 00:00:00,completed,credit_card
1087,353,473,2,577.03,2023-08-25 00:00:00,completed,paypal
1088,354,339,3,171.52,2023-04-09 00:00:00,processing,credit_card
1089,354,520,1,444.05,2023-09-13 00:00:00,completed,credit_card
1090,354,298,2,160.94,2023-06-05 00:00:00,completed,credit_card
1091,354,276,1,363.66,2024-10-01 00:00:00,cancelled,credit_card
1092,355,90,1,62.5,2024-02-18 00:00:00,completed,credit_card
1093,355,199,4,780.61,2023-10-16 00:00:00,completed,credit_card
1094,355,258,1,490.95,2024-10-16 00:00:00,completed,paypal
1095,355,28,2,998.41,2023-05-04 00:00:00,completed,credit_card
1096,357,336,1,482.07,2024-03-04 00:00:00,completed,credit_card
1097,357,587,2,812.11,2024-07-21 00:00:00,completed,debit_card
1098,357,414,2,206.66,2023-10-18 00:00:00,completed,credit_card
1099,357,242,2,732.92,2024-06-10 00:00:00,shipped,credit_card
1100,357,543,1,349.71,2024-07-10 00:00:00,completed,paypal
1101,358,430,1,401.17,2024-03-09 00:00:00,completed,debit_card
1102,358,550,1,174.75,2024-07-09 00:00:00,completed,credit_card
1103,358,129,1,399.08,2024-08-21 00:00:00,completed,credit_card
1104,359,587,3,1438.2,2023-07-05 00:00:00,completed,debit_card
1105,359,636,1,237.15,2024-07-15 00:00:00,shipped,paypal
1106,359,15,1,491.85,2024-10-22 00:00:00,completed,bank_transfer
1107,359,363,3,1105.5,2023-02-25 00:00:00,completed,credit_card
1108,360,620,3,162.57,2023-11-25 00:00:00,completed,credit_card
1109,360,564,1,320.66,2024-03-16 00:00:00,completed,credit_card
1110,360,139,1,202.36,2023-09-08 00:00:00,completed,credit_card
1111,361,265,1,42.21,2024-02-15 00:00:00,completed,credit_card
1112,362,467,2,561.81,2024-06-14 00:00:00,completed,debit_card
1113,362,283,1,243.59,2023-10-31 00:00:00,completed,debit_card
1114,362,344,1,71.85,2024-05-27 00:00:00,completed,debit_card
1115,362,187,2,686.61,2024-05-20 00:00:00,completed,debit_card
1116,362,527,1,106.36,2023-05-09 00:00:00,completed,debit_card
1117,362,467,1,364.08,2023-03-06 00:00:00,processing,credit_card
1118,363,15,3,660.68,2024-09-26 00:00:00,completed,credit_card
1119,363,440,1,423.02,2023-10-21 00:00:00,processing,credit_card
1120,363,606,1,291.81,2023-10-20 00:00:00,completed,bank_transfer
1121,363,16,1,49.67,2023-03-01 00:00:00,completed,credit_card
1122,363,68,2,197.58,2024-01-02 00:00:00,completed,credit_card
1123,363,181,2,564.46,2024-07-19 00:00:00,completed,bank_transfer
1124,363,138,3,1120.0,2024-03-31 00:00:00,completed,paypal
1125,363,679,1,273.89,2023-08-18 00:00:00,shipped,credit_card
1126,363,207,3,462.63,2023-11-03 00:00:00,completed,debit_card
1127,363,548,2,733.51,2024-05-07 00:00:00,completed,credit_card
1128,363,501,2,724.52,2023-04-03 00:00:00,completed,credit_card
1129,363,8,1,37.16,2024-08-13 00:00:00,completed,debit_card
1130,363,372,1,497.28,2023-12-29 00:00:00,shipped,credit_card
1131,364,578,1,49.53,2024-02-09 00:00:00,completed,credit_card
1132,364,584,1,10.58,2023-02-20 00:00:00,completed,credit_card
1133,364,194,1,325.4,2024-04-02 00:00:00,completed,paypal
1134,364,476,1,89.46,2023-07-27 00:00:00,completed,credit_card
1135,364,646,2,133.58,2023-09-17 00:00:00,shipped,debit_card
1136,364,42,2,640.49,2024-06-16 00:00:00,shipped,credit_card
1137,364,602,2,983.15,2024-01-17 00:00:00,completed,credit_card
1138,364,215,2,218.24,2024-08-20 00:00:00,completed,credit_card
1139,364,128,1,11.56,2023-02-09 00:00:00,shipped,debit_card
1140,365,65,1,167.26,2023-07-25 00:00:00,completed,credit_card
1141,365,67,1,398.62,2023-12-21 00:00:00,processing,debit_card
1142,366,382,3,827.48,2023-06-19 00:00:00,completed,credit_card
1143,366,477,1,181.14,2023-12-16 00:00:00,shipped,credit_card
1144,366,249,1,457.72,2023-08-21 00:00:00,completed,debit_card
1145,366,64,2,483.33,2024-07-14 00:00:00,completed,debit_card
1146,367,237,2,365.41,2024-05-22 00:00:00,completed,debit_card
1147,367,182,1,498.38,2024-02-04 00:00:00,completed,bank_transfer
1148,367,210,2,152.93,2023-06-04 00:00:00,completed,paypal
1149,367,123,1,243.68,2023-01-06 00:00:00,completed,debit_card
1150,367,67,2,359.06,2023-06-16 00:00:00,processing,paypal
1151,367,265,1,95.18,2024-06-04 00:00:00,completed,paypal
1152,367,564,1,248.65,2023-05-07 00:00:00,completed,credit_card
1153,367,389,1,48.64,2023-06-29 00:00:00,completed,credit_card
1154,367,610,1,362.05,2023-09-16 00:00:00,completed,credit_card
1155,368,127,1,439.14,2023-02-11 00:00:00,completed,paypal
1156,368,506,1,315.81,2023-10-09 00:00:00,completed,debit_card
1157,368,675,1,441.61,2024-05-02 00:00:00,completed,bank_transfer
1158,369,641,1,440.34,2023-02-22 00:00:00,completed,credit_card
1159,369,610,1,497.33,2023-08-15 00:00:00,completed,credit_card
1160,369,492,1,439.81,2024-04-19 00:00:00,processing,paypal
1161,369,73,2,231.58,2023-06-15 00:00:00,completed,debit_card
1162,369,488,1,429.97,2023-06-14 00:00:00,completed,credit_card
1163,370,592,1,406.91,2024-03-26 00:00:00,completed,credit_card
1164,370,14,1,345.51,2023-04-16 00:00:00,shipped,credit_card
1165,372,284,1,182.28,2024-10-13 00:00:00,shipped,debit_card
1166,373,377,1,107.24,2024-03-14 00:00:00,completed,debit_card
1167,373,691,4,125.15,2024-06-27 00:00:00,completed,paypal
1168,374,465,2,821.98,2024-07-31 00:00:00,completed,debit_card
1169,374,674,1,388.04,2023-09-12 00:00:00,completed,debit_card
1170,374,110,2,468.21,2024-03-21 00:00:00,cancelled,credit_card
1171,374,607,1,111.24,2024-09-26 00:00:00,completed,paypal
1172,374,319,2,318.58,2023-10-29 00:00:00,completed,debit_card
1173,374,44,1,181.03,2024-01-05 00:00:00,completed,debit_card
1174,375,566,1,221.8,2024-03-17 00:00:00,completed,credit_card
1175,375,138,3,383.7,2023-02-04 00:00:00,completed,debit_card
1176,375,663,1,415.92,2023-05-02 00:00:00,shipped,credit_card
1177,375,11,1,73.09,2024-08-04 00:00:00,completed,credit_card
1178,375,65,1,298.77,2024-07-19 00:00:00,completed,debit_card
1179,375,75,1,460.92,2023-10-09 00:00:00,shipped,paypal
1180,375,121,3,654.71,2024-06-02 00:00:00,completed,credit_card
1181,375,236,2,197.09,2024-09-20 00:00:00,completed,credit_card
